RA,Dec,z_cl,N_mem,logMs,z_bcg,ID,
168.35291,0.257867,0.2704,23.046,12.211,0.2891,C19a1sW06591,
168.379602,-0.497533,0.8839,38.056,12.521,-1.0,C19a1sW06592,
168.392322,-1.201225,0.866,11.199,12.12,-1.0,C19a1sW06593,
168.396072,-0.344352,0.4632,49.042,12.636,0.45445,C19a1sW06594,
168.400329,-0.538872,0.812,16.687,12.374,-1.0,C19a1sW06595,
168.405826,1.339063,0.712,13.172,11.98,-1.0,C19a1sW06596,
168.427269,1.380886,0.478,12.052,12.157,0.48909,C19a1sW06597,
168.484557,-1.000302,0.648,11.674,12.104,0.63668,C19a1sW06598,
168.515012,-1.065253,1.0097,12.647,12.227,-1.0,C19a1sW06599,
168.593062,0.371089,0.4319,12.769,12.264,0.43842,C19a1sW06600,
168.60527,-0.535648,0.2617,20.182,12.325,-1.0,C19a1sW06601,
168.622607,-1.505101,0.998,14.383,12.058,-1.0,C19a1sW06602,
168.660375,0.704223,0.772,11.919,12.217,-1.0,C19a1sW06603,
168.684343,-0.96415,0.8058,12.428,12.005,-1.0,C19a1sW06604,
168.684843,1.341244,1.15,14.032,12.15,-1.0,C19a1sW06605,
168.784021,-0.244927,0.7436,16.228,12.295,-1.0,C19a1sW06606,
168.788106,-0.382829,0.762,10.335,12.377,0.78967,C19a1sW06607,
168.795286,0.394319,0.264,11.009,12.197,0.29717,C19a1sW06608,
168.796496,0.038247,0.556,10.519,12.135,0.55036,C19a1sW06609,
168.823539,0.840318,1.2754,11.628,12.041,-1.0,C19a1sW06610,
168.854122,-1.112479,0.649,13.159,12.399,-1.0,C19a1sW06611,
168.874465,1.436741,1.034,14.885,11.778,-1.0,C19a1sW06612,
168.885107,0.884818,0.1,12.881,12.123,0.06342,C19a1sW06613,
168.91193,-0.067906,1.074,11.495,12.033,-1.0,C19a1sW06614,
168.912897,-1.612479,1.042,11.685,12.133,-1.0,C19a1sW06615,
168.920682,-1.20549,0.994,11.549,12.13,-1.0,C19a1sW06616,
168.931293,1.32428,0.797,11.812,12.311,-1.0,C19a1sW06617,
169.019233,-1.501746,0.78,11.575,12.198,-1.0,C19a1sW06618,
169.026139,-0.212093,0.5261,10.033,12.18,-1.0,C19a1sW06619,
169.03161,-0.905646,0.5897,10.822,12.304,0.58107,C19a1sW06620,
169.079312,-1.089669,0.9378,14.887,12.195,-1.0,C19a1sW06621,
169.094236,-0.150897,0.5491,10.141,12.269,0.54708,C19a1sW06622,
169.1142,-1.496649,1.0981,20.385,12.409,-1.0,C19a1sW06623,
169.116025,0.167045,0.866,15.949,12.101,-1.0,C19a1sW06624,
169.118262,-0.842513,0.7699,16.645,12.276,-1.0,C19a1sW06625,
169.132474,-1.521385,0.254,18.79,12.14,-1.0,C19a1sW06626,
169.144697,-0.42341,0.7132,22.939,12.544,-1.0,C19a1sW06627,
169.148472,-1.202136,0.8152,10.059,12.058,-1.0,C19a1sW06628,
169.164365,-0.120423,1.0979,13.345,12.286,-1.0,C19a1sW06629,
169.164677,-0.014773,1.0659,37.703,12.624,-1.0,C19a1sW06630,
169.165292,-1.327989,0.468,16.645,12.229,0.46983,C19a1sW06631,
169.180394,0.062366,0.44,10.703,12.032,0.4517,C19a1sW06632,
169.192196,0.426076,0.3248,11.762,12.105,-1.0,C19a1sW06633,
169.222934,-0.0892,0.5334,41.471,12.431,0.55046,C19a1sW06634,
169.223668,-0.613324,0.8338,45.79,12.716,-1.0,C19a1sW06635,
169.229432,-1.311891,0.9462,16.022,12.25,-1.0,C19a1sW06636,
169.231693,-0.657562,0.3239,19.981,12.352,0.33487,C19a1sW06637,
169.235176,-1.112806,0.2927,11.139,12.182,-1.0,C19a1sW06638,
169.270837,-1.428484,0.3,20.464,12.276,-1.0,C19a1sW06639,
169.325313,-1.365899,0.3889,16.002,12.23,-1.0,C19a1sW06640,
169.329481,0.930574,1.068,15.179,12.286,-1.0,C19a1sW06641,
169.3329,-1.259494,0.952,10.194,12.023,-1.0,C19a1sW06642,
169.339935,-0.629249,0.268,36.978,12.599,0.27631,C19a1sW06643,
169.3628,0.339864,0.5016,12.827,12.036,0.50444,C19a1sW06644,
169.375479,1.043796,1.0555,11.035,12.166,-1.0,C19a1sW06645,
169.377168,0.234263,0.8126,12.588,12.114,-1.0,C19a1sW06646,
169.382077,0.694004,1.3634,10.433,12.291,-1.0,C19a1sW06647,
169.414317,0.200634,0.457,10.157,12.156,0.45099,C19a1sW06648,
169.442568,1.279426,0.7781,13.933,12.089,-1.0,C19a1sW06649,
169.445581,-1.555564,1.0156,13.114,12.187,-1.0,C19a1sW06650,
169.446258,1.020086,0.7728,13.57,12.179,-1.0,C19a1sW06651,
169.458322,0.003783,0.816,11.822,12.252,-1.0,C19a1sW06652,
169.470983,-1.440246,1.015,10.496,12.137,-1.0,C19a1sW06653,
169.476454,0.611592,0.404,10.523,12.124,-1.0,C19a1sW06654,
169.517419,0.107519,0.5202,19.836,12.358,-1.0,C19a1sW06655,
169.549552,-1.092116,0.72,18.242,12.509,-1.0,C19a1sW06656,
169.566491,-1.484883,0.73,11.192,12.033,-1.0,C19a1sW06657,
169.583954,0.023987,0.4496,23.161,12.379,-1.0,C19a1sW06658,
169.593816,-1.430935,1.226,11.018,12.368,-1.0,C19a1sW06659,
169.601017,0.107491,0.647,25.225,12.511,0.61652,C19a1sW06660,
169.61699,-0.509197,1.3459,10.873,12.335,-1.0,C19a1sW06661,
169.658101,-1.136675,1.266,11.146,12.364,-1.0,C19a1sW06662,
169.659907,1.096933,0.4521,19.902,12.286,-1.0,C19a1sW06663,
169.659928,1.095487,0.87,10.414,11.797,-1.0,C19a1sW06664,
169.673099,-0.203747,0.8359,12.837,12.017,-1.0,C19a1sW06665,
169.678569,0.853474,0.578,12.162,12.157,0.58765,C19a1sW06666,
169.691587,0.647626,0.588,40.423,12.587,-1.0,C19a1sW06667,
169.693593,-1.198211,0.4712,12.893,12.407,0.47698,C19a1sW06668,
169.70922,-0.114572,0.5162,13.58,12.212,-1.0,C19a1sW06669,
169.709549,-1.205592,0.71,12.617,12.283,-1.0,C19a1sW06670,
169.710794,0.490888,0.4489,16.969,12.324,-1.0,C19a1sW06671,
169.715465,0.65376,1.0061,11.322,11.96,-1.0,C19a1sW06672,
169.718111,-0.792193,0.2723,34.969,12.523,-1.0,C19a1sW06673,
169.723172,-0.969222,1.112,14.756,12.214,-1.0,C19a1sW06674,
169.74029,-0.543695,0.4893,22.985,12.404,0.48663,C19a1sW06675,
169.746178,-0.154182,0.8305,14.545,12.193,-1.0,C19a1sW06676,
169.749669,1.033681,0.9105,33.827,12.661,-1.0,C19a1sW06677,
169.780256,-0.503841,0.57,12.605,12.306,0.58049,C19a1sW06678,
169.7846,-1.024916,0.7337,18.439,12.47,-1.0,C19a1sW06679,
169.786076,-1.128267,0.5958,11.069,12.258,0.61699,C19a1sW06680,
169.788727,-1.41658,0.4557,13.588,12.196,0.45624,C19a1sW06681,
169.803578,0.244008,0.5214,22.297,12.303,0.51073,C19a1sW06682,
169.803782,-1.521638,0.7,11.904,12.176,0.69298,C19a1sW06683,
169.841348,-1.275058,0.5382,11.329,12.1,-1.0,C19a1sW06684,
169.852239,-0.003911,1.094,12.483,12.277,-1.0,C19a1sW06685,
169.869132,-1.086646,0.4829,10.524,11.957,-1.0,C19a1sW06686,
169.882098,0.963341,0.7909,16.134,12.353,-1.0,C19a1sW06687,
169.903147,-1.532883,0.8554,11.937,12.035,-1.0,C19a1sW06688,
169.928753,1.16026,0.99,10.508,11.95,-1.0,C19a1sW06689,
169.930048,-1.36286,0.63,12.779,12.217,-1.0,C19a1sW06690,
169.936401,-0.79229,1.008,16.249,12.239,-1.0,C19a1sW06691,
169.959132,0.66263,0.9889,12.058,12.077,-1.0,C19a1sW06692,
169.999439,0.144702,0.6899,10.834,12.121,-1.0,C19a1sW06693,
170.000924,1.49442,0.6961,10.955,12.084,-1.0,C19a1sW06694,
170.009652,-0.528639,0.588,10.133,12.128,-1.0,C19a1sW06695,
170.013032,1.050668,0.996,10.041,11.882,-1.0,C19a1sW06696,
170.015754,-0.512683,1.016,10.759,11.95,-1.0,C19a1sW06697,
170.038628,-0.9547,0.644,15.891,12.229,0.61587,C19a1sW06698,
170.056926,-1.212322,0.72,16.161,12.359,-1.0,C19a1sW06699,
170.080228,-1.31571,0.2499,16.95,12.381,-1.0,C19a1sW06700,
170.095736,0.643078,0.3514,10.274,12.078,0.35023,C19a1sW06701,
170.103035,-1.387891,0.1126,12.659,12.09,-1.0,C19a1sW06702,
170.104292,-0.792188,1.1372,10.27,12.214,-1.0,C19a1sW06703,
170.104805,0.599382,0.578,14.606,12.281,0.58333,C19a1sW06704,
170.106481,-0.475527,0.62,10.346,12.142,0.60368,C19a1sW06705,
170.114799,1.314321,0.588,11.488,12.077,0.58819,C19a1sW06706,
170.124521,-0.753929,0.708,11.83,12.181,0.57772,C19a1sW06707,
170.144016,-1.333842,1.096,11.606,12.176,-1.0,C19a1sW06708,
170.147268,1.02758,1.0006,12.736,12.28,-1.0,C19a1sW06709,
170.171781,-0.546504,0.984,10.111,11.864,-1.0,C19a1sW06710,
170.188414,-0.319955,0.4909,18.154,12.392,0.48558,C19a1sW06711,
170.208744,1.498831,0.4632,14.973,12.173,0.4475,C19a1sW06712,
170.216611,-0.540468,0.556,11.189,12.175,0.55074,C19a1sW06713,
170.219026,-1.046245,0.342,13.438,12.139,0.3513,C19a1sW06714,
170.220191,-0.901562,0.714,13.353,12.38,-1.0,C19a1sW06715,
170.256806,0.42974,1.3474,10.768,12.382,-1.0,C19a1sW06716,
170.271868,-0.924432,0.57,11.595,12.368,0.57408,C19a1sW06717,
170.277324,-1.163347,0.704,16.902,12.264,-1.0,C19a1sW06718,
170.298163,-0.293867,0.1029,30.742,12.402,0.09831,C19a1sW06719,
170.312017,-1.076014,0.57,11.131,12.215,-1.0,C19a1sW06720,
170.320986,0.589811,0.25,11.761,11.99,-1.0,C19a1sW06721,
170.324912,-0.524566,0.8467,10.185,12.126,-1.0,C19a1sW06722,
170.331122,-0.80687,1.228,11.161,11.986,-1.0,C19a1sW06723,
170.334473,0.777431,0.1098,11.052,12.322,0.07072,C19a1sW06724,
170.344214,-1.705636,0.9976,10.491,11.947,-1.0,C19a1sW06725,
170.347402,-1.407773,0.7984,12.73,12.213,-1.0,C19a1sW06726,
170.355642,0.93516,0.5419,10.623,11.742,-1.0,C19a1sW06727,
170.36234,-1.078603,0.7401,17.298,12.372,-1.0,C19a1sW06728,
170.366321,0.628346,1.2981,12.721,12.151,-1.0,C19a1sW06729,
170.39268,-1.04422,1.026,12.691,12.129,-1.0,C19a1sW06730,
170.39313,-1.257364,0.5027,12.772,12.068,0.51041,C19a1sW06731,
170.400315,-1.248699,0.9892,13.699,12.338,-1.0,C19a1sW06732,
170.404406,1.00405,0.872,13.447,12.142,-1.0,C19a1sW06733,
170.428655,0.992314,0.132,12.313,12.171,0.10226,C19a1sW06734,
170.436764,-0.668956,0.7407,11.868,12.181,0.77387,C19a1sW06735,
170.441406,-0.843955,0.478,10.351,12.003,0.48394,C19a1sW06736,
170.446386,0.260804,1.0404,10.035,12.077,-1.0,C19a1sW06737,
170.50215,0.517515,1.102,11.001,11.977,-1.0,C19a1sW06738,
170.509373,-1.018215,0.704,10.27,12.268,-1.0,C19a1sW06739,
170.528895,0.325176,0.734,10.13,12.082,-1.0,C19a1sW06740,
170.53299,-1.731147,1.1661,11.991,12.013,-1.0,C19a1sW06741,
170.533892,-0.57801,0.84,15.056,12.164,-1.0,C19a1sW06742,
170.536407,0.890225,0.5188,12.353,11.986,-1.0,C19a1sW06743,
170.592626,-0.72037,0.72,27.777,12.446,-1.0,C19a1sW06744,
170.593504,-0.11325,1.1019,11.286,12.164,-1.0,C19a1sW06745,
170.599284,0.571704,0.896,17.604,12.23,-1.0,C19a1sW06746,
170.651995,-0.167914,0.706,10.884,12.329,0.68988,C19a1sW06747,
170.668871,0.029884,0.678,11.929,12.293,0.58046,C19a1sW06748,
170.674462,1.077933,0.472,10.555,12.136,0.45305,C19a1sW06749,
170.686982,0.462266,0.1166,30.856,12.592,0.10053,C19a1sW06750,
170.691395,-0.262308,0.3235,13.695,12.199,0.31495,C19a1sW06751,
170.695482,0.825383,0.6971,15.771,12.189,-1.0,C19a1sW06752,
170.715188,0.818484,0.556,22.503,12.365,-1.0,C19a1sW06753,
170.729123,0.760631,0.8528,16.728,12.356,-1.0,C19a1sW06754,
170.73584,1.132275,0.1069,44.628,12.868,0.07272,C19a1sW06755,
170.79007,-1.166276,0.396,19.066,12.485,0.39473,C19a1sW06756,
170.792685,-0.054893,0.418,13.893,12.25,-1.0,C19a1sW06757,
170.793611,-0.652463,1.058,15.727,12.093,-1.0,C19a1sW06758,
170.802221,-0.257472,0.2696,12.342,12.249,-1.0,C19a1sW06759,
170.848036,0.39258,0.7495,14.812,12.115,-1.0,C19a1sW06760,
170.887846,0.755819,1.2976,15.704,12.383,-1.0,C19a1sW06761,
170.902134,-0.845813,0.4413,17.13,12.176,0.44067,C19a1sW06762,
170.905584,-1.175834,0.986,16.899,12.276,-1.0,C19a1sW06763,
170.925859,0.639408,1.1919,10.695,12.344,-1.0,C19a1sW06764,
170.961114,-1.041477,0.4827,12.314,12.19,0.48613,C19a1sW06765,
170.96672,0.849838,0.2126,11.391,12.257,0.19646,C19a1sW06766,
170.968481,-0.12361,1.166,15.054,12.217,-1.0,C19a1sW06767,
170.972289,0.559669,1.152,12.337,12.345,-1.0,C19a1sW06768,
170.977633,-1.334425,1.1974,18.872,12.366,-1.0,C19a1sW06769,
170.984693,-1.024432,0.704,19.475,12.223,-1.0,C19a1sW06770,
171.002841,-0.733447,1.2015,12.146,12.399,-1.0,C19a1sW06771,
171.013585,0.637371,1.18,16.653,12.642,-1.0,C19a1sW06772,
171.031531,0.971885,0.122,20.44,12.418,0.07429,C19a1sW06773,
171.042205,-1.216096,0.9961,10.672,12.19,-1.0,C19a1sW06774,
171.04401,-0.058125,0.5847,11.683,12.15,0.57995,C19a1sW06775,
171.053953,-1.412303,0.946,10.651,12.06,-1.0,C19a1sW06776,
171.055996,0.8657,1.104,23.278,12.344,-1.0,C19a1sW06777,
171.063332,-0.099716,0.772,16.12,12.16,-1.0,C19a1sW06778,
171.084133,-0.108451,0.356,11.933,12.054,-1.0,C19a1sW06779,
171.110734,-0.569097,0.7548,12.257,12.108,-1.0,C19a1sW06780,
171.158257,-0.557136,0.5112,12.44,11.95,-1.0,C19a1sW06781,
171.161142,-1.187034,0.8865,13.466,12.356,-1.0,C19a1sW06782,
171.163197,-0.763323,1.074,10.305,12.071,-1.0,C19a1sW06783,
171.17,-1.114426,1.298,10.375,12.14,-1.0,C19a1sW06784,
171.170401,0.107355,1.1875,10.119,12.285,-1.0,C19a1sW06785,
171.171417,0.597764,0.9024,16.273,12.312,-1.0,C19a1sW06786,
171.179149,-1.130158,0.922,17.635,12.33,-1.0,C19a1sW06787,
171.180957,-0.663027,0.59,10.217,12.245,0.59947,C19a1sW06788,
171.215265,-0.450154,0.8071,10.503,12.024,-1.0,C19a1sW06789,
171.225532,-0.715247,0.8725,15.456,12.283,-1.0,C19a1sW06790,
171.232491,-0.932438,0.8557,23.859,12.307,-1.0,C19a1sW06791,
171.241698,-1.204513,1.0458,10.016,11.928,-1.0,C19a1sW06792,
171.24231,0.734095,0.5589,15.491,12.382,0.55187,C19a1sW06793,
171.274056,0.754873,0.2392,10.001,12.155,-1.0,C19a1sW06794,
171.27869,0.020009,0.32,11.027,12.19,-1.0,C19a1sW06795,
171.333114,1.212769,0.8278,15.805,12.162,-1.0,C19a1sW06796,
171.350272,1.49176,0.8141,16.173,12.1,-1.0,C19a1sW06797,
171.354831,1.321817,0.734,33.549,12.559,-1.0,C19a1sW06798,
171.356803,0.834938,0.9982,29.655,12.652,-1.0,C19a1sW06799,
171.359492,-1.208183,0.68,20.451,12.326,-1.0,C19a1sW06800,
171.365823,-1.164129,1.218,11.084,12.34,-1.0,C19a1sW06801,
171.386133,-0.662405,0.5261,19.023,12.396,0.5232,C19a1sW06802,
171.39551,-0.396537,0.844,28.847,12.585,-1.0,C19a1sW06803,
171.401529,-0.648406,1.1816,15.89,12.605,-1.0,C19a1sW06804,
171.408702,-1.118055,0.21,11.083,11.86,-1.0,C19a1sW06805,
171.435057,0.376751,0.752,19.09,12.538,-1.0,C19a1sW06806,
171.439577,0.013345,0.7559,40.895,12.756,0.77561,C19a1sW06807,
171.452369,0.171272,0.748,42.912,12.824,-1.0,C19a1sW06808,
171.460509,0.04665,0.266,12.184,12.15,-1.0,C19a1sW06809,
171.461774,-1.271336,0.7035,18.703,12.313,-1.0,C19a1sW06810,
171.478157,0.806861,0.854,12.312,12.169,-1.0,C19a1sW06811,
171.488636,0.704446,0.762,10.155,12.243,-1.0,C19a1sW06812,
171.498066,-0.266792,1.2126,11.893,12.05,-1.0,C19a1sW06813,
171.519468,-0.469356,0.3344,22.686,12.525,0.33973,C19a1sW06814,
171.535725,0.597385,0.734,15.785,12.349,0.72568,C19a1sW06815,
171.556149,-1.202464,0.6128,13.512,12.096,-1.0,C19a1sW06816,
171.564716,0.93545,0.654,16.588,12.424,0.64861,C19a1sW06817,
171.566343,0.021438,0.492,19.85,12.448,0.49053,C19a1sW06818,
171.580244,-0.948671,0.694,12.556,12.232,-1.0,C19a1sW06819,
171.588018,-0.241934,0.496,15.645,12.29,0.50362,C19a1sW06820,
171.591437,0.691901,0.5607,28.239,12.532,0.55314,C19a1sW06821,
171.610776,0.605749,0.2947,12.268,12.172,0.28664,C19a1sW06822,
171.635593,-1.249736,1.168,20.565,12.562,-1.0,C19a1sW06823,
171.639583,-0.338592,0.3202,48.929,12.81,0.33984,C19a1sW06824,
171.644216,0.362226,0.8303,12.285,12.069,-1.0,C19a1sW06825,
171.666802,-0.808128,1.1816,24.656,12.691,-1.0,C19a1sW06826,
171.678804,0.296471,0.31,10.162,12.154,-1.0,C19a1sW06827,
171.684868,-1.511963,1.2773,10.464,12.256,-1.0,C19a1sW06828,
171.695508,0.671967,1.0378,10.253,12.11,-1.0,C19a1sW06829,
171.71182,-0.492389,1.29,14.167,12.371,-1.0,C19a1sW06830,
171.729994,-1.247448,1.18,11.437,12.18,-1.0,C19a1sW06831,
171.733415,0.076833,0.8363,13.038,12.257,-1.0,C19a1sW06832,
171.735679,0.323255,0.8325,16.155,12.471,-1.0,C19a1sW06833,
171.764229,0.044134,1.308,13.855,12.263,-1.0,C19a1sW06834,
171.765688,0.25089,0.4799,10.391,12.128,0.49755,C19a1sW06835,
171.81323,-0.398817,0.3448,20.766,12.407,0.33295,C19a1sW06836,
171.837143,-0.946977,0.808,10.466,12.15,-1.0,C19a1sW06837,
171.852591,0.688669,0.348,10.288,12.144,0.3491,C19a1sW06838,
171.872533,0.149951,0.1288,42.497,12.63,0.12993,C19a1sW06839,
171.877114,-0.055678,1.168,15.304,12.209,-1.0,C19a1sW06840,
171.885477,0.061779,1.3641,17.599,12.37,-1.0,C19a1sW06841,
171.89391,-0.103004,0.2943,10.293,12.33,-1.0,C19a1sW06842,
171.903288,0.163384,1.1818,16.058,12.329,-1.0,C19a1sW06843,
171.90464,0.625455,1.182,12.095,12.252,-1.0,C19a1sW06844,
171.928631,-0.658927,0.7599,20.777,12.322,-1.0,C19a1sW06845,
171.933922,-1.025319,0.4621,12.182,12.183,0.45637,C19a1sW06846,
171.96573,-0.330114,0.8889,11.174,12.013,-1.0,C19a1sW06847,
171.985589,-1.236006,0.5253,13.136,12.225,-1.0,C19a1sW06848,
171.987967,-0.614588,0.362,21.163,12.446,-1.0,C19a1sW06849,
171.988661,-0.717293,0.674,22.279,12.267,-1.0,C19a1sW06850,
171.993946,0.494321,0.1782,21.833,12.338,-1.0,C19a1sW06851,
171.995457,-0.520229,0.7323,16.735,12.369,-1.0,C19a1sW06852,
172.005768,-0.604719,0.8804,16.065,12.16,-1.0,C19a1sW06853,
172.025167,0.996995,0.28,10.917,12.253,-1.0,C19a1sW06854,
172.028542,1.220562,1.202,10.105,12.039,-1.0,C19a1sW06855,
172.047585,-0.348662,1.0961,10.121,12.117,-1.0,C19a1sW06856,
172.058812,0.481089,1.0548,15.418,12.441,-1.0,C19a1sW06857,
172.064008,-1.322809,0.734,11.383,12.164,-1.0,C19a1sW06858,
172.066771,-0.656888,0.7676,11.862,12.304,-1.0,C19a1sW06859,
172.07378,-0.983255,0.468,72.298,12.769,0.45709,C19a1sW06860,
172.090268,0.930695,0.5231,13.453,12.13,0.5199,C19a1sW06861,
172.090708,0.673392,1.1451,12.189,12.304,-1.0,C19a1sW06862,
172.093499,1.088688,0.7983,10.75,12.081,-1.0,C19a1sW06863,
172.10631,0.570948,1.0365,24.246,12.474,-1.0,C19a1sW06864,
172.118796,-0.037384,0.72,10.658,12.176,-1.0,C19a1sW06865,
172.124896,0.89294,0.9462,22.318,12.421,-1.0,C19a1sW06866,
172.136058,-1.103781,1.1832,17.147,12.454,-1.0,C19a1sW06867,
172.145442,0.940899,0.3472,10.778,12.199,-1.0,C19a1sW06868,
172.161164,-0.486554,0.888,10.525,12.197,-1.0,C19a1sW06869,
172.161794,-1.138644,0.7192,11.943,12.289,-1.0,C19a1sW06870,
172.185546,0.814925,1.072,10.953,12.005,-1.0,C19a1sW06871,
172.187786,0.282289,0.8741,13.47,12.171,-1.0,C19a1sW06872,
172.195388,0.433877,1.036,13.939,12.27,-1.0,C19a1sW06873,
172.199119,0.173225,0.924,14.52,12.075,-1.0,C19a1sW06874,
172.219649,-0.7307,0.764,12.197,12.299,-1.0,C19a1sW06875,
172.225046,1.317983,0.936,11.025,11.785,-1.0,C19a1sW06876,
172.2329,-0.127508,1.3039,10.014,12.292,-1.0,C19a1sW06877,
172.234122,-0.787581,1.085,11.478,12.059,-1.0,C19a1sW06878,
172.234534,-1.066002,0.5735,10.879,12.288,0.55787,C19a1sW06879,
172.240234,-0.137215,0.8519,11.718,12.012,-1.0,C19a1sW06880,
172.242861,-1.262494,0.8187,10.268,12.029,-1.0,C19a1sW06881,
172.250725,-1.711403,0.5508,12.952,12.402,0.53649,C19a1sW06882,
172.251911,-0.434118,0.8253,10.463,12.045,-1.0,C19a1sW06883,
172.264762,0.418791,0.918,27.559,12.49,-1.0,C19a1sW06884,
172.271395,-0.618519,0.73,12.435,12.192,-1.0,C19a1sW06885,
172.273686,-0.73353,0.7423,10.889,12.402,0.77988,C19a1sW06886,
172.283404,0.610449,0.1358,21.155,12.193,-1.0,C19a1sW06887,
172.287924,-1.299841,0.4872,17.652,12.455,0.49141,C19a1sW06888,
172.30175,-1.437059,0.578,10.195,12.193,0.59064,C19a1sW06889,
172.320067,-0.712345,0.2755,15.377,12.128,0.28191,C19a1sW06890,
172.336419,-0.239709,0.4933,17.474,12.309,0.48414,C19a1sW06891,
172.360166,-1.216849,0.5397,10.445,12.048,-1.0,C19a1sW06892,
172.383963,0.92253,1.1541,15.805,12.37,-1.0,C19a1sW06893,
172.395599,0.841989,0.892,14.554,12.122,-1.0,C19a1sW06894,
172.405219,-0.550588,0.358,17.696,12.243,0.35732,C19a1sW06895,
172.424532,-0.668098,0.747,13.832,12.147,-1.0,C19a1sW06896,
172.431405,-1.479626,0.7617,11.522,12.159,-1.0,C19a1sW06897,
172.454917,-1.575328,0.9999,20.889,12.396,-1.0,C19a1sW06898,
172.473863,-0.267935,0.8533,14.647,12.083,-1.0,C19a1sW06899,
172.481227,0.30092,0.7421,16.137,12.405,-1.0,C19a1sW06900,
172.505042,0.830244,1.144,10.124,12.252,-1.0,C19a1sW06901,
172.505582,-1.022111,0.1271,16.029,12.116,0.11494,C19a1sW06902,
172.513798,0.341184,0.87,10.183,12.183,-1.0,C19a1sW06903,
172.539636,0.653924,0.7802,11.657,12.095,-1.0,C19a1sW06904,
172.540529,-0.654973,0.7566,12.374,12.203,-1.0,C19a1sW06905,
172.543462,0.231325,1.184,12.812,12.205,-1.0,C19a1sW06906,
172.544314,-0.24054,0.7625,21.691,12.416,-1.0,C19a1sW06907,
172.558254,0.783796,0.682,21.861,12.234,-1.0,C19a1sW06908,
172.571558,0.824986,0.4516,11.584,12.216,-1.0,C19a1sW06909,
172.576653,-0.116498,0.8796,16.594,12.245,-1.0,C19a1sW06910,
172.580286,-1.019582,0.6544,10.18,12.139,-1.0,C19a1sW06911,
172.581958,0.666941,0.61,10.335,12.236,-1.0,C19a1sW06912,
172.587366,1.524081,0.5644,25.672,12.235,-1.0,C19a1sW06913,
172.594305,0.471252,1.038,12.445,12.184,-1.0,C19a1sW06914,
172.603242,-0.556826,1.0153,11.381,12.086,-1.0,C19a1sW06915,
172.607244,0.984276,1.1661,10.69,12.426,-1.0,C19a1sW06916,
172.616177,0.510837,0.7996,10.646,12.217,-1.0,C19a1sW06917,
172.633244,1.323273,0.476,11.89,12.171,-1.0,C19a1sW06918,
172.634678,-0.767674,0.519,12.665,12.314,-1.0,C19a1sW06919,
172.63705,-0.172312,0.9933,13.251,12.043,-1.0,C19a1sW06920,
172.653756,-0.925806,0.9966,23.139,12.39,-1.0,C19a1sW06921,
172.678799,1.421135,0.898,10.251,11.792,-1.0,C19a1sW06922,
172.685621,-0.803865,1.0221,10.924,12.276,-1.0,C19a1sW06923,
172.686924,-0.757153,0.9414,13.216,12.098,-1.0,C19a1sW06924,
172.696718,-1.339901,0.9398,12.518,12.348,-1.0,C19a1sW06925,
172.709896,-0.485549,0.738,17.223,12.451,-1.0,C19a1sW06926,
172.733402,-0.986799,0.935,11.825,12.054,-1.0,C19a1sW06927,
172.743387,1.215751,0.8086,10.18,12.119,-1.0,C19a1sW06928,
172.749068,0.73042,0.32,10.084,12.267,0.3436,C19a1sW06929,
172.788497,-0.731095,0.32,11.449,12.315,-1.0,C19a1sW06930,
172.791974,0.165614,1.24,11.031,11.962,-1.0,C19a1sW06931,
172.797783,-0.180986,0.9022,10.532,12.027,-1.0,C19a1sW06932,
172.806043,0.976378,0.762,14.07,12.137,-1.0,C19a1sW06933,
172.813563,-1.102522,0.438,11.57,11.795,-1.0,C19a1sW06934,
172.816023,-1.344664,0.7307,20.467,12.419,0.73576,C19a1sW06935,
172.824754,-0.938058,1.196,11.196,12.158,-1.0,C19a1sW06936,
172.825447,1.310036,1.038,10.354,11.874,-1.0,C19a1sW06937,
172.827445,0.997408,0.574,18.686,12.366,-1.0,C19a1sW06938,
172.854393,1.205002,0.72,15.44,12.285,-1.0,C19a1sW06939,
172.863947,-1.005868,0.7402,21.081,12.551,-1.0,C19a1sW06940,
172.86914,-0.370553,1.3253,11.065,12.062,-1.0,C19a1sW06941,
172.889284,0.073537,0.204,11.533,12.075,0.19986,C19a1sW06942,
172.897918,-1.38598,0.526,12.867,12.11,0.52848,C19a1sW06943,
172.913695,-1.121702,0.321,68.464,12.785,0.32537,C19a1sW06944,
172.915133,0.21505,0.1112,10.151,11.986,0.13236,C19a1sW06945,
172.918137,-0.367691,0.322,17.045,12.258,-1.0,C19a1sW06946,
172.942529,-0.226315,1.3003,10.135,12.019,-1.0,C19a1sW06947,
172.942702,0.576202,0.924,12.605,12.196,-1.0,C19a1sW06948,
172.959417,-0.929977,0.3291,26.716,12.282,0.32622,C19a1sW06949,
172.986187,0.451363,0.932,14.906,12.339,-1.0,C19a1sW06950,
172.996635,0.766077,1.016,11.276,11.953,-1.0,C19a1sW06951,
173.000906,-0.727721,0.98,14.682,12.17,-1.0,C19a1sW06952,
173.003175,0.252202,0.85,13.084,12.202,-1.0,C19a1sW06953,
173.045702,0.356277,1.1066,10.562,11.896,-1.0,C19a1sW06954,
173.062867,-1.26927,0.31,16.235,12.243,0.40601,C19a1sW06955,
173.088844,-0.698896,0.3351,14.855,12.242,-1.0,C19a1sW06956,
