#   RA         Dec     z_cl    N_mem logMs  z_bcg    ID
199.590822  -0.719669 0.3280  13.976 11.877 -1.0    C19a1nW11402
199.597916   0.523628 0.8980  14.744 12.293 -1.0    C19a1nW11403
199.604687   1.021047 0.5108  10.344 11.858 0.52353 C19a1nW11404
199.620488   0.624119 0.8276  14.428 12.200 -1.0    C19a1nW11405
199.627327   0.030219 0.3429  15.527 12.294 -1.0    C19a1nW11406
199.665023   0.120936 0.5029  12.852 12.130 -1.0    C19a1nW11407
199.665126   0.472558 1.1799  13.568 12.285 -1.0    C19a1nW11408
199.681225  -0.159539 0.9997  21.773 12.426 -1.0    C19a1nW11409
199.697312   0.680206 0.2200  26.970 12.440 0.22026 C19a1nW11410
199.758376   0.861494 0.7350  10.760 12.217 -1.0    C19a1nW11411
199.851781  -0.024301 0.8600  10.876 12.234 -1.0    C19a1nW11412
199.874422   0.361066 0.6773  10.038 12.166 0.64649 C19a1nW11413
199.881396  -0.703430 0.7260  11.807 12.230 -1.0    C19a1nW11414
199.896278  -0.010155 0.1159  26.609 12.262 0.11099 C19a1nW11415
199.955118   0.931317 1.3678  11.037 12.101 -1.0    C19a1nW11416
199.959724   0.819508 0.6640  10.174 11.797 -1.0    C19a1nW11417
200.008433   0.304818 0.8050  12.770 12.089 -1.0    C19a1nW11418
201.223772  -0.732732 1.1829  11.415 12.139 -1.0    C19a1nW11419
202.477040  -0.701232 0.7320  14.281 12.210 -1.0    C19a1nW11420
205.138784  -0.662932 0.3441  10.368 12.065 0.35187 C19a1nW11421
205.760156  -0.559704 1.1925  10.492 12.009 -1.0    C19a1nW11422
205.768726   0.744562 1.1860  17.591 12.416 -1.0    C19a1nW11423
205.770816  -1.033966 0.7360  11.315 12.276 -1.0    C19a1nW11424
205.798581  -0.832960 1.1665  10.539 12.229 -1.0    C19a1nW11425
205.803381  -0.880517 0.6820  13.357 12.288 0.69523 C19a1nW11426
205.813039   1.182109 0.6880  12.456 12.328 -1.0    C19a1nW11427
205.821245  -0.945524 1.2905  10.755 12.008 -1.0    C19a1nW11428
205.822687  -1.012872 0.4840  10.008 11.817 -1.0    C19a1nW11429
205.850653   1.277068 0.6915  11.451 12.303 -1.0    C19a1nW11430
205.855571   0.677200 1.1719  20.439 12.671 -1.0    C19a1nW11431
205.889108   1.442058 1.2001  10.387 12.147 -1.0    C19a1nW11432
205.898042  -0.333311 0.7040  34.823 12.697 -1.0    C19a1nW11433
205.917717  -0.161670 1.0357  11.552 12.200 -1.0    C19a1nW11434
205.923215   0.029253 1.0756  10.376 11.998 -1.0    C19a1nW11435
205.938387  -1.556825 0.7400  10.514 12.308 -1.0    C19a1nW11436
205.938932  -0.197641 0.7040  13.468 12.509 -1.0    C19a1nW11437
205.950418   0.719263 0.9941  10.307 12.196 -1.0    C19a1nW11438
205.958092  -1.205907 0.7340  13.494 12.419 -1.0    C19a1nW11439
205.961610   0.771461 0.1649  10.615 12.227 0.14360 C19a1nW11440
205.980576  -1.612744 0.7420  11.343 12.066 -1.0    C19a1nW11441
206.012913   0.507733 0.8878  11.297 12.081 -1.0    C19a1nW11442
206.028944   0.778040 0.4780  30.121 12.504 0.47993 C19a1nW11443
206.041601  -0.171796 0.6960  11.414 12.213 -1.0    C19a1nW11444
206.058479  -0.042654 0.5391  12.220 12.392 0.55648 C19a1nW11445
206.062561  -1.345185 1.0727  13.255 12.111 -1.0    C19a1nW11446
206.064675  -0.478568 1.0350  13.197 12.324 -1.0    C19a1nW11447
206.072023  -0.170956 0.2820  18.886 12.278 0.27976 C19a1nW11448
206.082529  -1.422893 0.8725  12.711 12.169 -1.0    C19a1nW11449
206.084833  -1.101804 1.2103  11.798 12.136 -1.0    C19a1nW11450
206.090447  -1.619854 0.3200  10.213 12.014 0.31909 C19a1nW11451
206.093844  -1.322332 0.7572  10.103 12.247 -1.0    C19a1nW11452
206.104286  -1.634438 0.7400  10.789 12.466 -1.0    C19a1nW11453
206.105014  -0.788973 1.0720  13.504 12.190 -1.0    C19a1nW11454
206.107589  -0.882867 0.8526  11.554 12.069 -1.0    C19a1nW11455
206.139396  -0.755892 0.9340  10.295 11.982 -1.0    C19a1nW11456
206.150645   0.246590 0.7100  10.006 12.260 -1.0    C19a1nW11457
206.182395   0.495848 0.8080  10.290 12.096 -1.0    C19a1nW11458
206.193208  -1.792341 1.2459  10.299 11.908 -1.0    C19a1nW11459
206.195897   1.613334 1.2400  11.314 12.167 -1.0    C19a1nW11460
206.195990   0.754625 0.9433  18.266 12.217 -1.0    C19a1nW11461
206.200544  -0.417039 1.0420  11.299 12.154 -1.0    C19a1nW11462
206.203230  -0.572213 0.6920  10.205 12.234 -1.0    C19a1nW11463
206.211457   0.468059 0.4030  11.052 12.165 0.40384 C19a1nW11464
206.219528  -0.645984 0.4460  10.512 11.980 -1.0    C19a1nW11465
206.220550   1.612541 0.7200  17.970 12.370 0.69560 C19a1nW11466
206.231541  -1.215839 0.8095  12.192 11.984 -1.0    C19a1nW11467
206.235077   0.351392 0.6800  22.687 12.482 0.68405 C19a1nW11468
206.248905  -1.084118 1.1761  12.341 12.250 -1.0    C19a1nW11469
206.249223   0.744085 0.7620  11.254 12.260 -1.0    C19a1nW11470
206.257622  -0.347585 0.4269  14.243 12.216 -1.0    C19a1nW11471
206.265898  -0.731474 0.7040  14.173 12.435 0.68936 C19a1nW11472
206.271212   0.852052 0.7773  11.864 12.326 -1.0    C19a1nW11473
206.280244  -0.515075 0.4526  12.587 12.325 -1.0    C19a1nW11474
206.281506  -0.740172 0.5032  18.587 12.360 0.49534 C19a1nW11475
206.285730   0.897907 1.0724  16.748 12.167 -1.0    C19a1nW11476
206.291310   0.065287 0.3620  10.455 12.400 0.36149 C19a1nW11477
206.296533  -0.406689 1.0289  10.723 12.181 -1.0    C19a1nW11478
206.300640   0.275193 0.7201  17.506 12.458 -1.0    C19a1nW11479
206.308016   1.653883 1.1600  10.548 12.252 -1.0    C19a1nW11480
206.314893  -1.154527 0.7828  21.883 12.450 -1.0    C19a1nW11481
206.316844   1.413042 0.4006  13.145 11.939 -1.0    C19a1nW11482
206.320923  -1.421698 0.8495  10.281 12.187 -1.0    C19a1nW11483
206.331967   0.392596 0.4720  10.846 12.238 0.48786 C19a1nW11484
206.342800  -1.124458 1.0734  11.749 12.119 -1.0    C19a1nW11485
206.354247  -1.235937 0.7756  13.287 12.441 -1.0    C19a1nW11486
206.357233  -0.352615 0.2580  10.397 12.080 0.25659 C19a1nW11487
206.364365  -0.631935 0.7146  11.418 12.329 -1.0    C19a1nW11488
206.373094   0.227949 0.2516  20.522 12.500 -1.0    C19a1nW11489
206.414928  -1.335408 0.8600  15.730 12.145 -1.0    C19a1nW11490
206.421302   1.032613 1.0621  13.627 12.096 -1.0    C19a1nW11491
206.422016  -1.528754 1.2082  14.915 12.504 -1.0    C19a1nW11492
206.423364  -0.846282 0.3280  10.873 12.080 -1.0    C19a1nW11493
206.428307   1.219392 0.5242  14.435 11.953 -1.0    C19a1nW11494
206.433508  -0.618992 1.0041  12.457 12.264 -1.0    C19a1nW11495
206.439164  -0.854552 0.4520  43.466 12.764 -1.0    C19a1nW11496
206.446299  -0.704184 0.7345  10.027 12.299 -1.0    C19a1nW11497
206.451655  -1.109620 0.7738  10.843 11.913 -1.0    C19a1nW11498
206.470150  -0.768747 0.1440  19.955 12.205 0.14877 C19a1nW11499
206.481539   1.230192 0.6060  13.955 12.285 -1.0    C19a1nW11500
206.483714  -1.378098 1.0689  32.974 12.521 -1.0    C19a1nW11501
206.500881   1.379902 1.2440  17.452 12.309 -1.0    C19a1nW11502
206.507811   0.538275 0.7262  10.298 12.312 0.67855 C19a1nW11503
206.521074  -0.278833 0.2268  12.092 12.406 -1.0    C19a1nW11504
206.524970  -0.595225 0.9960  10.551 11.995 -1.0    C19a1nW11505
206.530338   0.696617 0.2411  13.310 12.287 0.23706 C19a1nW11506
206.541194  -1.365350 0.8807  23.675 12.407 -1.0    C19a1nW11507
206.547444  -0.601769 0.4109  11.403 12.220 -1.0    C19a1nW11508
206.551495   0.355446 0.5411  15.113 12.266 0.58012 C19a1nW11509
206.553651   1.164708 1.0100  11.097 12.232 -1.0    C19a1nW11510
206.555574  -1.036382 0.8500  13.851 12.312 -1.0    C19a1nW11511
206.557026  -1.718662 1.1900  55.737 12.951 1.09530 C19a1nW11512
206.571806  -1.698940 0.6430  10.759 12.212 0.59799 C19a1nW11513
206.577405   0.617429 0.6060  21.088 12.656 -1.0    C19a1nW11514
206.579217   0.531879 0.4840  11.036 12.224 0.47394 C19a1nW11515
206.589883   0.489481 0.7419  12.319 12.427 -1.0    C19a1nW11516
206.604776   0.092712 0.4700  31.057 12.579 0.48368 C19a1nW11517
206.608844  -1.638602 0.8480  14.810 12.083 -1.0    C19a1nW11518
206.612207  -0.391318 0.7201  30.089 12.673 -1.0    C19a1nW11519
206.619242  -0.050399 0.7350  14.977 12.199 -1.0    C19a1nW11520
206.642193  -0.461122 0.3460  15.033 12.231 0.36022 C19a1nW11521
206.655197   1.204496 0.9348  12.102 12.174 -1.0    C19a1nW11522
206.659054  -0.764008 0.4120  15.020 12.476 -1.0    C19a1nW11523
206.667413  -0.246277 1.0706  16.729 12.250 -1.0    C19a1nW11524
206.687752  -0.164066 1.0261  10.783 12.133 -1.0    C19a1nW11525
206.689660   0.741687 0.5700  22.211 12.564 0.56116 C19a1nW11526
206.731184  -0.747264 0.8820  26.994 12.410 -1.0    C19a1nW11527
206.739603  -0.272917 0.4187  24.411 12.423 0.41662 C19a1nW11528
206.759368  -0.482007 0.7525  10.739 12.335 0.76923 C19a1nW11529
206.774457   0.697138 0.4422  10.050 12.202 -1.0    C19a1nW11530
206.779599  -1.922383 0.8535  10.072 11.832 -1.0    C19a1nW11531
206.782053  -1.303498 0.7620  21.298 12.506 -1.0    C19a1nW11532
206.782806  -1.516827 0.7620  18.876 12.314 -1.0    C19a1nW11533
206.785413  -0.606976 0.4196  18.984 12.253 -1.0    C19a1nW11534
206.790711  -0.128071 0.7114  11.792 12.160 -1.0    C19a1nW11535
206.817613  -0.401041 0.3180  13.632 12.077 -1.0    C19a1nW11536
206.821028   0.853859 0.5780  23.508 12.379 0.57471 C19a1nW11537
206.823950   0.690895 0.5178  48.587 12.711 3.77006 C19a1nW11538
206.828017  -1.397340 0.4260  14.358 12.179 -1.0    C19a1nW11539
206.828198  -1.096040 1.1861  20.964 12.627 -1.0    C19a1nW11540
206.841424   0.512291 0.5700  16.812 12.283 0.57850 C19a1nW11541
206.845971  -0.079191 0.4700  23.656 12.446 0.46733 C19a1nW11542
206.848183  -0.560115 0.7339  25.931 12.391 -1.0    C19a1nW11543
206.876506  -0.934397 0.7341  10.487 12.322 0.72407 C19a1nW11544
206.882806   0.513819 1.1836  14.561 12.424 -1.0    C19a1nW11545
206.894840  -0.584673 0.3280  10.458 12.363 0.32290 C19a1nW11546
206.899766  -0.149554 0.7836  34.684 12.537 -1.0    C19a1nW11547
206.916126   0.275572 0.5095  23.903 12.599 0.50051 C19a1nW11548
206.928035   0.029856 0.6880  10.152 12.225 -1.0    C19a1nW11549
206.936073   1.402849 0.5560  22.587 12.200 -1.0    C19a1nW11550
206.940359  -0.816155 0.7620  12.131 12.096 -1.0    C19a1nW11551
206.947874   0.943618 0.5210  13.631 12.120 0.51132 C19a1nW11552
206.964721   0.407270 0.5184  24.675 12.387 0.50920 C19a1nW11553
206.966154  -0.050024 0.5560  22.808 12.659 0.55350 C19a1nW11554
207.029169   1.287219 0.4800  10.077 12.238 0.47673 C19a1nW11555
207.034658  -1.621901 1.2461  18.454 12.470 -1.0    C19a1nW11556
207.037211  -1.027699 0.8019  17.166 12.378 -1.0    C19a1nW11557
207.039084  -1.621121 0.7380  22.296 12.311 -1.0    C19a1nW11558
207.047982   0.902380 0.9429  11.815 12.135 -1.0    C19a1nW11559
207.067624   1.050504 0.4760  16.976 12.393 0.47277 C19a1nW11560
207.079595   1.617533 0.5617  13.188 11.972 -1.0    C19a1nW11561
207.100123   0.803202 1.0221  10.676 11.901 -1.0    C19a1nW11562
207.127422   0.125910 0.5686  17.100 12.431 0.55446 C19a1nW11563
207.141416  -0.443423 1.2655  10.354 12.236 -1.0    C19a1nW11564
207.153245   1.610220 0.4340  11.885 11.987 0.43228 C19a1nW11565
207.153853  -0.016398 0.6790  15.292 12.422 -1.0    C19a1nW11566
207.161881   0.472510 0.8440  12.834 12.173 -1.0    C19a1nW11567
207.172564   1.152854 0.9970  12.492 12.173 -1.0    C19a1nW11568
207.173221   0.654541 0.4452  29.938 12.702 0.42265 C19a1nW11569
207.197940  -0.786794 0.4300  12.130 12.140 0.41625 C19a1nW11570
207.201614  -0.553784 0.4265  11.851 12.164 -1.0    C19a1nW11571
207.229364  -0.531160 0.5226  11.009 12.407 0.52205 C19a1nW11572
207.244970  -0.722568 1.2415  11.651 12.338 -1.0    C19a1nW11573
207.250089  -0.285241 0.5600  12.073 12.350 0.54816 C19a1nW11574
207.258047   0.509938 0.5362  13.262 12.344 0.52182 C19a1nW11575
207.260915   0.409914 0.7404  10.320 12.195 -1.0    C19a1nW11576
207.267350  -0.442919 0.5080  10.149 11.971 0.49303 C19a1nW11577
207.281227  -0.067932 0.5960  11.784 12.268 -1.0    C19a1nW11578
207.282860   0.274632 0.6740  16.941 12.175 -1.0    C19a1nW11579
207.331856  -0.014466 1.1760  10.955 11.996 -1.0    C19a1nW11580
207.341785  -0.698521 0.5315  25.649 12.556 0.51566 C19a1nW11581
207.359520   1.261544 1.1822  13.753 12.228 -1.0    C19a1nW11582
207.368846  -0.307917 0.6510  13.893 12.248 -1.0    C19a1nW11583
207.373651   0.363304 0.4360  12.237 12.311 0.42385 C19a1nW11584
207.385935   0.420141 0.6440  11.457 12.303 0.61380 C19a1nW11585
207.389365   0.246951 0.1440  10.851 11.928 0.14702 C19a1nW11586
207.403535  -1.017130 0.5311  10.234 12.072 0.51984 C19a1nW11587
207.406640  -1.179827 0.7896  12.055 12.257 -1.0    C19a1nW11588
207.413374  -0.302535 0.2777  10.161 12.199 0.26130 C19a1nW11589
207.420047   0.228133 0.5063  10.546 12.301 -1.0    C19a1nW11590
207.420693   0.499248 0.8520  10.513 12.278 -1.0    C19a1nW11591
207.426934  -0.592252 1.0298  11.896 12.089 -1.0    C19a1nW11592
207.457893  -1.119664 0.7460  10.974 12.192 -1.0    C19a1nW11593
207.511740   0.673995 0.2480  14.302 12.155 0.26565 C19a1nW11594
207.540077  -0.897460 0.8132  11.072 12.050 -1.0    C19a1nW11595
207.580030   1.503873 0.9295  12.557 12.059 -1.0    C19a1nW11596
207.581757  -0.291044 0.4340  26.650 12.622 0.42634 C19a1nW11597
207.591134   0.014193 0.5263  10.230 12.195 0.50700 C19a1nW11598
207.615855  -0.387318 0.3884  24.620 12.449 0.35919 C19a1nW11599
207.621030  -0.712239 0.7340  17.963 12.347 -1.0    C19a1nW11600
207.630808  -1.260905 0.9239  10.475 12.000 -1.0    C19a1nW11601
207.658796   0.355192 0.8551  15.437 12.144 -1.0    C19a1nW11602
207.669719   0.717940 1.1900  11.813 12.202 -1.0    C19a1nW11603
207.674640  -1.331153 0.7486  18.772 12.445 -1.0    C19a1nW11604
207.676386  -0.718612 0.5861  11.545 12.230 0.57319 C19a1nW11605
207.679015   0.378623 0.9960  17.724 12.400 -1.0    C19a1nW11606
207.683056  -1.828495 0.6780  26.900 12.429 0.67116 C19a1nW11607
207.683795  -0.691966 0.4309  11.349 12.341 -1.0    C19a1nW11608
207.699037  -0.566040 0.8816  11.118 12.153 -1.0    C19a1nW11609
207.703638   0.669737 0.7242  19.065 12.409 -1.0    C19a1nW11610
207.709168   1.186049 1.2000  12.687 12.419 -1.0    C19a1nW11611
207.717597   0.089375 0.8560  10.663 12.014 -1.0    C19a1nW11612
207.723312  -0.173398 0.7984  15.047 12.167 -1.0    C19a1nW11613
207.743480  -0.609327 0.5345  19.217 12.288 0.52205 C19a1nW11614
207.747231   0.777751 0.9800  10.082 12.038 -1.0    C19a1nW11615
207.748551  -0.050023 0.5780  13.121 12.119 -1.0    C19a1nW11616
207.772937  -0.261506 0.5300  17.175 12.259 0.52205 C19a1nW11617
207.782198  -1.403434 0.7380  11.749 11.937 -1.0    C19a1nW11618
207.784836  -0.520322 0.3380  30.088 12.549 0.35614 C19a1nW11619
207.789030  -1.147350 0.5428  11.984 12.320 0.54090 C19a1nW11620
207.789609  -1.626047 0.9960  15.169 12.301 -1.0    C19a1nW11621
207.801438  -0.667408 0.4400  13.922 12.502 0.42123 C19a1nW11622
207.817115  -0.412181 0.5419  11.884 12.140 0.56027 C19a1nW11623
207.823207  -1.365817 0.9891  12.973 12.373 -1.0    C19a1nW11624
207.829778  -1.541173 0.9660  12.658 12.321 -1.0    C19a1nW11625
207.840207  -0.161920 1.0674  10.547 11.984 -1.0    C19a1nW11626
207.840488   0.778647 1.1960  12.965 12.441 -1.0    C19a1nW11627
207.850457  -0.421273 0.7040  20.518 12.415 -1.0    C19a1nW11628
207.852137  -1.530793 0.4809  25.333 12.473 0.48172 C19a1nW11629
207.864088  -0.716869 0.7420  11.232 12.178 -1.0    C19a1nW11630
207.873629  -0.769533 0.4040  19.441 12.412 0.39876 C19a1nW11631
207.874791   1.372368 1.0759  12.483 11.965 -1.0    C19a1nW11632
207.877334   0.809467 0.7760  16.705 12.407 0.79564 C19a1nW11633
207.881689   0.683125 0.5133  11.010 12.190 -1.0    C19a1nW11634
207.889362   0.021367 0.8440  16.846 12.278 -1.0    C19a1nW11635
207.901209   1.176235 0.3807  48.661 12.703 0.37530 C19a1nW11636
207.904586   0.467828 0.4669  23.752 12.558 0.45713 C19a1nW11637
207.912512  -1.582231 1.0014  13.604 12.180 -1.0    C19a1nW11638
207.915473   0.319413 0.4901  13.558 12.317 0.48374 C19a1nW11639
207.926691   1.026176 1.0000  11.822 12.186 -1.0    C19a1nW11640
207.928050  -0.032970 0.1620  14.497 12.027 0.14839 C19a1nW11641
207.930561   1.146310 0.8420  14.377 12.327 -1.0    C19a1nW11642
207.934540  -1.104780 0.4340  17.197 12.510 0.42814 C19a1nW11643
207.949021   0.958951 0.7828  22.059 12.387 -1.0    C19a1nW11644
208.001731  -1.422590 0.9481  10.747 12.272 -1.0    C19a1nW11645
208.035804  -1.378688 0.8196  16.794 12.470 -1.0    C19a1nW11646
208.052246   1.054640 0.7800  15.442 12.447 -1.0    C19a1nW11647
208.072959  -1.066094 1.0240  24.251 12.414 -1.0    C19a1nW11648
208.077545   0.100283 0.8420  11.886 12.081 -1.0    C19a1nW11649
208.081849   1.107974 0.8250  20.241 12.475 -1.0    C19a1nW11650
208.138160   0.616906 1.2261  15.844 12.437 -1.0    C19a1nW11651
208.148046  -1.028512 0.1516  27.007 12.421 0.14115 C19a1nW11652
208.167980   0.354208 1.0721  19.144 12.296 -1.0    C19a1nW11653
208.193903  -0.795035 0.6820  27.733 12.632 0.67179 C19a1nW11654
208.201474  -0.856788 1.3667  10.319 12.206 -1.0    C19a1nW11655
208.248996  -1.466468 0.5660  10.204 12.328 -1.0    C19a1nW11656
208.252362   0.387469 0.5420  19.008 12.246 -1.0    C19a1nW11657
208.254851  -0.744805 1.0260  12.251 12.314 -1.0    C19a1nW11658
208.267628   0.493979 0.5471  18.716 12.354 0.54261 C19a1nW11659
208.299790  -0.854708 1.3535  10.134 12.213 -1.0    C19a1nW11660
208.301695   0.893777 0.6360  10.701 12.021 0.64301 C19a1nW11661
208.310256   0.856630 0.9840  11.015 12.219 -1.0    C19a1nW11662
208.313894   1.334735 0.3720  10.043 12.119 -1.0    C19a1nW11663
208.322731  -1.911729 0.8620  10.317 12.148 -1.0    C19a1nW11664
208.324274  -1.534546 0.5385  20.831 12.417 -1.0    C19a1nW11665
208.339051  -1.398806 0.9403  24.823 12.462 -1.0    C19a1nW11666
208.351875   1.377947 0.1620  12.335 12.044 0.14674 C19a1nW11667
208.353476  -1.892087 0.2440  22.911 12.304 -1.0    C19a1nW11668
208.359426   0.046652 0.1263  31.362 12.302 0.11620 C19a1nW11669
208.369982  -1.791304 1.1020  10.616 12.253 -1.0    C19a1nW11670
208.372221  -0.938508 0.6820  14.003 12.193 0.66908 C19a1nW11671
208.409633   0.977856 0.3160  11.443 12.157 0.31085 C19a1nW11672
208.410030  -1.700864 0.9861  11.089 12.263 -1.0    C19a1nW11673
208.414006   0.615774 0.8620  15.180 12.459 -1.0    C19a1nW11674
208.429807  -1.014380 0.8691  15.689 12.391 -1.0    C19a1nW11675
208.431576  -0.860565 0.2400  10.668 12.132 -1.0    C19a1nW11676
208.437109   0.071166 0.3720  10.093 12.318 0.35890 C19a1nW11677
208.441425  -1.324053 0.9460  16.839 12.437 -1.0    C19a1nW11678
208.448504  -1.004719 0.5100  10.502 12.073 0.49936 C19a1nW11679
208.455230   1.064813 0.8492  18.487 12.425 -1.0    C19a1nW11680
208.457328   0.457056 0.8780  17.193 12.356 -1.0    C19a1nW11681
208.461805   0.183861 0.2460  19.349 12.458 0.25107 C19a1nW11682
208.472426  -0.992838 0.6940  16.290 12.359 -1.0    C19a1nW11683
208.473511   0.553188 0.8756  14.114 12.283 -1.0    C19a1nW11684
208.477404   1.102922 1.1011  10.722 12.254 -1.0    C19a1nW11685
208.488558   0.423181 1.2540  10.017 12.090 -1.0    C19a1nW11686
208.517625  -0.770013 1.0779  11.326 12.126 -1.0    C19a1nW11687
208.588103  -0.851878 0.5860  14.458 12.160 0.59940 C19a1nW11688
208.592401  -1.427375 0.4300  10.842 11.934 0.40718 C19a1nW11689
208.600166  -1.044298 0.1580  61.101 12.796 -1.0    C19a1nW11690
208.601341  -0.572638 1.0441  12.412 12.106 -1.0    C19a1nW11691
208.608358  -0.024673 0.7344  11.029 12.277 0.73201 C19a1nW11692
208.658211   1.554044 0.7340  10.884 11.923 -1.0    C19a1nW11693
208.678873   0.047865 0.8680  10.992 12.354 -1.0    C19a1nW11694
208.686938   1.113865 0.5882  12.758 12.071 -1.0    C19a1nW11695
208.690150   1.282313 0.4938  10.287 12.138 -1.0    C19a1nW11696
208.701585  -1.222544 0.5483  12.501 12.145 -1.0    C19a1nW11697
208.712197  -1.619980 0.8249  17.434 12.183 -1.0    C19a1nW11698
208.718888  -0.525672 1.1266  11.282 12.234 -1.0    C19a1nW11699
208.781520   0.185671 0.7342  16.155 12.424 -1.0    C19a1nW11700
208.782378   0.608335 0.9292  10.841 11.946 -1.0    C19a1nW11701
208.784546  -1.236536 1.3022  18.777 12.573 -1.0    C19a1nW11702
208.788397  -0.403464 1.2179  10.007 12.359 -1.0    C19a1nW11703
208.797756  -0.552632 1.1541  12.567 12.426 -1.0    C19a1nW11704
208.798722  -0.269548 0.8820  11.915 12.307 -1.0    C19a1nW11705
208.807322   0.664857 1.1600  11.599 12.293 -1.0    C19a1nW11706
208.814642  -1.035114 0.4230  10.515 12.130 -1.0    C19a1nW11707
208.826408  -1.683767 0.9840  11.121 12.288 -1.0    C19a1nW11708
208.827390  -0.777768 0.5878  14.833 12.309 -1.0    C19a1nW11709
208.829964   0.251628 0.8162  11.120 12.011 -1.0    C19a1nW11710
208.869898   1.412195 0.5780  12.432 11.990 0.60514 C19a1nW11711
208.876307   0.942680 0.1478  12.184 12.113 0.13590 C19a1nW11712
208.879728   0.165424 0.6480  12.922 12.079 0.67497 C19a1nW11713
208.891699  -1.811880 0.5000  15.002 12.310 -1.0    C19a1nW11714
208.893406   0.083356 0.7380  12.969 12.427 0.72758 C19a1nW11715
208.895114  -0.617484 0.6940  12.210 12.316 -1.0    C19a1nW11716
208.900910  -1.505570 1.1550  14.032 12.358 -1.0    C19a1nW11717
208.901484  -1.974442 0.5717  14.117 12.028 0.56796 C19a1nW11718
208.927799  -0.943927 0.6814  28.776 12.541 -1.0    C19a1nW11719
208.928014  -0.409289 1.0398  11.121 12.066 -1.0    C19a1nW11720
208.965448   0.417813 1.1798  12.425 12.337 -1.0    C19a1nW11721
208.967785   0.389083 0.7120  10.024 12.245 -1.0    C19a1nW11722
208.972384  -0.829559 0.7640  14.853 12.270 -1.0    C19a1nW11723
209.007261  -1.794312 0.6770  11.501 12.134 -1.0    C19a1nW11724
209.009951  -0.867369 1.1980  10.418 12.508 -1.0    C19a1nW11725
209.016850  -0.363248 1.2331  12.636 12.227 -1.0    C19a1nW11726
209.020503  -0.067037 0.8090  12.290 12.195 -1.0    C19a1nW11727
209.030371  -0.762548 0.9820  10.149 11.907 -1.0    C19a1nW11728
209.039432   0.612760 1.2001  12.237 12.306 -1.0    C19a1nW11729
209.040708   0.232678 0.7200  30.280 12.613 -1.0    C19a1nW11730
209.055544   1.180916 1.2943  11.562 12.114 -1.0    C19a1nW11731
209.099977  -0.856365 1.1920  13.728 12.382 -1.0    C19a1nW11732
209.109864   1.600209 0.5203  10.758 12.025 -1.0    C19a1nW11733
209.134645   0.792405 1.0340  10.160 11.993 -1.0    C19a1nW11734
209.165633   0.671850 0.4802  25.625 12.428 0.47862 C19a1nW11735
209.167086  -0.455895 1.1994  10.727 12.136 -1.0    C19a1nW11736
209.178134  -0.445546 0.6540  10.128 12.296 -1.0    C19a1nW11737
209.185614   0.016747 1.1817  16.425 12.317 -1.0    C19a1nW11738
209.207924  -1.459588 0.2000  14.878 12.286 0.19712 C19a1nW11739
209.216977   0.375450 1.1737  13.809 12.228 -1.0    C19a1nW11740
209.222384  -0.751866 0.8774  16.620 12.385 -1.0    C19a1nW11741
209.228049   1.277760 0.8831  14.790 12.223 -1.0    C19a1nW11742
209.236275  -0.874496 1.0000  21.081 12.542 -1.0    C19a1nW11743
209.240630  -1.260806 1.1720  10.114 12.162 -1.0    C19a1nW11744
209.240868  -1.559378 0.4716  10.062 12.355 0.45555 C19a1nW11745
209.243241   0.332147 0.2560  11.412 12.177 0.26078 C19a1nW11746
209.244846  -0.893848 0.2004  21.732 12.212 0.19576 C19a1nW11747
209.244965  -0.635734 1.2740  11.674 12.229 -1.0    C19a1nW11748
209.245095  -1.428868 0.4699  13.615 12.216 0.45795 C19a1nW11749
209.265178   0.727027 0.7286  14.064 12.460 -1.0    C19a1nW11750
209.273786   1.253219 0.9960  10.814 12.015 -1.0    C19a1nW11751
209.280244   0.687248 0.4691  20.346 12.460 0.47965 C19a1nW11752
209.290027  -1.185015 0.3960  52.063 12.718 0.39834 C19a1nW11753
209.293840  -1.630537 0.1440  28.770 12.371 0.14677 C19a1nW11754
209.307721   1.151521 0.7300  16.009 12.413 0.73457 C19a1nW11755
209.312895   0.553493 1.2058  10.754 12.178 -1.0    C19a1nW11756
209.318146   0.326500 0.8065  17.894 12.442 -1.0    C19a1nW11757
209.328916   0.607941 0.5570  23.196 12.408 -1.0    C19a1nW11758
209.342404  -0.838831 0.8785  14.588 12.205 -1.0    C19a1nW11759
209.354160   0.989316 0.6400  13.710 12.332 -1.0    C19a1nW11760
209.365547   0.030637 0.7400  10.443 12.132 -1.0    C19a1nW11761
209.371768   0.959934 0.7538  14.415 12.293 -1.0    C19a1nW11762
209.378010   0.763659 0.7100  10.874 12.186 -1.0    C19a1nW11763
209.387393  -1.267097 1.1039  11.621 12.368 -1.0    C19a1nW11764
209.388108   1.350317 1.1909  18.110 12.446 -1.0    C19a1nW11765
209.420886   0.965715 0.8900  14.167 12.331 -1.0    C19a1nW11766
209.422224   0.447315 0.4780  10.953 12.099 0.47757 C19a1nW11767
209.426494   1.003140 0.1730  21.774 12.375 0.16758 C19a1nW11768
209.427589  -1.626561 0.2000  26.110 12.522 0.14607 C19a1nW11769
209.441211   0.408675 0.6700  18.449 12.417 -1.0    C19a1nW11770
209.446641   0.482416 0.8633  10.133 12.136 -1.0    C19a1nW11771
209.454783   0.548281 0.6832  10.917 12.154 -1.0    C19a1nW11772
